15.24,s,82.32,MB/s,744122.32,iops,average=,82.98,MB/s,750109.15,iops
16.26,s,84.04,MB/s,759642.99,iops,average=,83.05,MB/s,750704.26,iops
17.27,s,81.83,MB/s,739736.66,iops,average=,82.98,MB/s,750059.60,iops
18.28,s,84.55,MB/s,764261.67,iops,average=,83.06,MB/s,750847.66,iops
19.30,s,84.37,MB/s,762660.88,iops,average=,83.13,MB/s,751469.06,iops
20.32,s,84.80,MB/s,766576.60,iops,average=,83.22,MB/s,752228.16,iops
21.34,s,83.75,MB/s,757059.12,iops,average=,83.24,MB/s,752459.29,iops
22.36,s,82.96,MB/s,749930.96,iops,average=,83.23,MB/s,752343.84,iops
23.38,s,84.55,MB/s,764324.82,iops,average=,83.29,MB/s,752864.08,iops
24.39,s,83.10,MB/s,751187.13,iops,average=,83.28,MB/s,752794.32,iops
25.41,s,83.72,MB/s,756753.69,iops,average=,83.30,MB/s,752952.44,iops
26.42,s,82.90,MB/s,749391.46,iops,average=,83.28,MB/s,752815.69,iops
27.44,s,81.83,MB/s,739712.29,iops,average=,83.23,MB/s,752331.21,iops
28.46,s,58.19,MB/s,526021.66,iops,average=,82.33,MB/s,744218.39,iops
29.47,s,56.70,MB/s,512509.27,iops,average=,81.45,MB/s,736276.30,iops
30.48,s,80.09,MB/s,724010.43,iops,average=,81.41,MB/s,735869.87,iops
31.49,s,34.83,MB/s,314851.83,iops,average=,79.91,MB/s,722312.12,iops
32.50,s,49.38,MB/s,446401.08,iops,average=,78.96,MB/s,713749.44,iops
33.51,s,1.52,MB/s,13760.29,iops,average=,76.62,MB/s,692598.06,iops
34.51,s,1.52,MB/s,13753.10,iops,average=,74.44,MB/s,672918.67,iops
35.51,s,1.52,MB/s,13763.24,iops,average=,72.39,MB/s,654348.62,iops
36.51,s,1.52,MB/s,13746.02,iops,average=,70.45,MB/s,636795.46,iops
37.51,s,1.52,MB/s,13760.06,iops,average=,68.61,MB/s,620179.03,iops
38.51,s,1.32,MB/s,11904.06,iops,average=,66.86,MB/s,604377.76,iops
39.51,s,0.97,MB/s,8802.07,iops,average=,65.19,MB/s,589298.90,iops
40.52,s,0.97,MB/s,8797.96,iops,average=,63.61,MB/s,574966.01,iops
41.52,s,0.97,MB/s,8811.82,iops,average=,62.10,MB/s,561323.97,iops
42.52,s,0.97,MB/s,8799.99,iops,average=,60.66,MB/s,548323.87,iops
43.52,s,0.97,MB/s,8798.96,iops,average=,59.29,MB/s,535921.38,iops
44.52,s,0.98,MB/s,8820.96,iops,average=,57.98,MB/s,524076.79,iops
45.52,s,79.31,MB/s,716953.52,iops,average=,58.45,MB/s,528315.70,iops
46.54,s,84.45,MB/s,763349.11,iops,average=,59.02,MB/s,533466.01,iops
47.56,s,18.91,MB/s,170913.55,iops,average=,58.16,MB/s,525696.70,iops
1.00,s,81.36,MB/s,735483.99,iops,average=,81.36,MB/s,735483.99,iops
2.01,s,82.93,MB/s,749611.37,iops,average=,82.15,MB/s,742598.18,iops
3.03,s,84.97,MB/s,768055.49,iops,average=,83.10,MB/s,751150.72,iops
4.05,s,84.21,MB/s,761205.23,iops,average=,83.38,MB/s,753671.54,iops
5.06,s,84.24,MB/s,761510.69,iops,average=,83.55,MB/s,755242.57,iops
6.08,s,82.43,MB/s,745138.15,iops,average=,83.36,MB/s,753555.07,iops
7.10,s,82.29,MB/s,743831.34,iops,average=,83.21,MB/s,752159.49,iops
8.12,s,82.53,MB/s,746003.67,iops,average=,83.12,MB/s,751385.36,iops
9.13,s,82.79,MB/s,748373.51,iops,average=,83.09,MB/s,751050.82,iops
10.15,s,85.05,MB/s,768771.40,iops,average=,83.28,MB/s,752822.87,iops
11.16,s,82.76,MB/s,748081.31,iops,average=,83.23,MB/s,752391.67,iops
12.18,s,82.65,MB/s,747076.75,iops,average=,83.19,MB/s,751948.80,iops
13.19,s,83.98,MB/s,759130.10,iops,average=,83.25,MB/s,752501.29,iops
14.21,s,84.66,MB/s,765301.95,iops,average=,83.35,MB/s,753420.48,iops
15.23,s,84.67,MB/s,765378.92,iops,average=,83.44,MB/s,754220.66,iops
16.25,s,83.86,MB/s,758007.34,iops,average=,83.46,MB/s,754458.08,iops
17.27,s,83.41,MB/s,753968.79,iops,average=,83.46,MB/s,754429.33,iops
18.28,s,85.81,MB/s,775634.17,iops,average=,83.59,MB/s,755606.73,iops
19.30,s,84.50,MB/s,763861.95,iops,average=,83.64,MB/s,756040.96,iops
20.31,s,83.04,MB/s,750662.81,iops,average=,83.61,MB/s,755772.20,iops
21.33,s,81.60,MB/s,737583.30,iops,average=,83.51,MB/s,754906.74,iops
22.34,s,84.43,MB/s,763204.70,iops,average=,83.55,MB/s,755283.68,iops
23.36,s,85.67,MB/s,774383.96,iops,average=,83.65,MB/s,756113.58,iops
24.37,s,84.20,MB/s,761112.41,iops,average=,83.67,MB/s,756321.81,iops
25.39,s,83.81,MB/s,757590.87,iops,average=,83.67,MB/s,756372.52,iops
26.40,s,77.05,MB/s,696504.27,iops,average=,83.42,MB/s,754071.01,iops
27.41,s,64.78,MB/s,585590.49,iops,average=,82.73,MB/s,747840.51,iops
28.43,s,74.28,MB/s,671426.03,iops,average=,82.43,MB/s,745121.93,iops
29.44,s,54.45,MB/s,492228.54,iops,average=,81.47,MB/s,736419.53,iops
30.45,s,33.92,MB/s,306652.63,iops,average=,79.89,MB/s,722171.71,iops
31.45,s,70.09,MB/s,633536.32,iops,average=,79.58,MB/s,719336.91,iops
32.47,s,1.60,MB/s,14442.07,iops,average=,77.15,MB/s,697353.06,iops
33.47,s,1.52,MB/s,13764.33,iops,average=,74.88,MB/s,676918.47,iops
34.47,s,1.52,MB/s,13750.88,iops,average=,72.76,MB/s,657670.49,iops
35.47,s,1.52,MB/s,13752.06,iops,average=,70.75,MB/s,639508.58,iops
36.47,s,1.52,MB/s,13755.88,iops,average=,68.85,MB/s,622342.97,iops
37.47,s,1.52,MB/s,13766.78,iops,average=,67.05,MB/s,606094.18,iops
38.47,s,1.52,MB/s,13745.00,iops,average=,65.35,MB/s,590690.15,iops
39.47,s,1.52,MB/s,13761.77,iops,average=,63.73,MB/s,576067.17,iops
40.47,s,1.24,MB/s,11240.85,iops,average=,62.18,MB/s,562104.98,iops
41.47,s,0.97,MB/s,8809.08,iops,average=,60.71,MB/s,548758.25,iops
42.47,s,48.22,MB/s,435908.46,iops,average=,60.41,MB/s,546100.39,iops
43.48,s,16.98,MB/s,153511.59,iops,average=,59.41,MB/s,536994.53,iops
44.48,s,2.75,MB/s,24897.39,iops,average=,58.13,MB/s,525449.10,iops
45.48,s,83.14,MB/s,751576.34,iops,average=,58.68,MB/s,530423.84,iops
46.50,s,81.98,MB/s,741040.74,iops,average=,59.19,MB/s,535020.72,iops
47.51,s,13.48,MB/s,121824.97,iops,average=,58.21,MB/s,526198.23,iops
1.00,s,82.59,MB/s,746596.98,iops,average=,82.59,MB/s,746596.98,iops
2.01,s,80.30,MB/s,725849.55,iops,average=,81.44,MB/s,736149.24,iops
1.00,s,80.09,MB/s,723969.94,iops,average=,80.09,MB/s,723969.94,iops
2.01,s,83.21,MB/s,752130.09,iops,average=,81.66,MB/s,738147.71,iops
3.03,s,84.87,MB/s,767215.00,iops,average=,82.74,MB/s,747888.12,iops
4.04,s,83.91,MB/s,758509.11,iops,average=,83.03,MB/s,750553.59,iops
5.06,s,84.15,MB/s,760669.74,iops,average=,83.26,MB/s,752584.07,iops
6.07,s,83.78,MB/s,757309.54,iops,average=,83.34,MB/s,753373.71,iops
7.09,s,83.10,MB/s,751146.61,iops,average=,83.31,MB/s,753054.53,iops
8.11,s,83.81,MB/s,757563.37,iops,average=,83.37,MB/s,753619.14,iops
9.12,s,82.64,MB/s,747007.72,iops,average=,83.29,MB/s,752883.50,iops
10.14,s,86.48,MB/s,781755.07,iops,average=,83.61,MB/s,755774.41,iops
11.15,s,85.17,MB/s,769916.43,iops,average=,83.75,MB/s,757061.65,iops
12.17,s,83.31,MB/s,753099.61,iops,average=,83.71,MB/s,756731.22,iops
13.19,s,83.74,MB/s,756927.72,iops,average=,83.72,MB/s,756746.42,iops
14.20,s,82.71,MB/s,747616.22,iops,average=,83.64,MB/s,756093.89,iops
15.22,s,83.69,MB/s,756545.84,iops,average=,83.65,MB/s,756124.14,iops
16.24,s,84.76,MB/s,766151.52,iops,average=,83.72,MB/s,756753.55,iops
17.26,s,84.29,MB/s,761972.03,iops,average=,83.75,MB/s,757061.81,iops
18.27,s,84.39,MB/s,762812.46,iops,average=,83.79,MB/s,757381.23,iops
19.29,s,85.49,MB/s,772788.88,iops,average=,83.88,MB/s,758192.18,iops
20.30,s,85.39,MB/s,771858.77,iops,average=,83.95,MB/s,758875.26,iops
21.32,s,83.80,MB/s,757524.67,iops,average=,83.94,MB/s,758810.97,iops
22.33,s,83.24,MB/s,752452.01,iops,average=,83.91,MB/s,758522.04,iops
23.35,s,85.24,MB/s,770526.04,iops,average=,83.97,MB/s,759043.73,iops
24.36,s,85.20,MB/s,770163.29,iops,average=,84.02,MB/s,759506.85,iops
25.38,s,84.51,MB/s,763909.77,iops,average=,84.04,MB/s,759683.03,iops
26.39,s,80.27,MB/s,725615.61,iops,average=,83.90,MB/s,758373.02,iops
27.41,s,76.55,MB/s,691977.67,iops,average=,83.62,MB/s,755917.11,iops
28.42,s,66.74,MB/s,603289.09,iops,average=,83.02,MB/s,750473.74,iops
29.43,s,42.12,MB/s,380773.05,iops,average=,81.62,MB/s,737768.26,iops
30.44,s,68.95,MB/s,623236.05,iops,average=,81.20,MB/s,733977.31,iops
31.45,s,54.43,MB/s,492013.46,iops,average=,80.34,MB/s,726192.57,iops
32.46,s,22.55,MB/s,203872.78,iops,average=,78.54,MB/s,709947.89,iops
33.46,s,65.03,MB/s,587857.79,iops,average=,78.13,MB/s,706282.68,iops
34.48,s,24.31,MB/s,219793.90,iops,average=,76.55,MB/s,691940.94,iops
35.48,s,84.15,MB/s,760709.35,iops,average=,76.76,MB/s,693887.59,iops
36.50,s,41.19,MB/s,372319.29,iops,average=,75.77,MB/s,684948.98,iops
